,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
48,ARTI,0.0,20,02 Agt 2021,31 Agt 2021,13910000,278200,110,A132,202108
49,ARTO,-15.46,20,02 Agt 2021,31 Agt 2021,6616503407500,404166500,305000,G111,202108
50,ASBI,-6.9,20,02 Agt 2021,31 Agt 2021,316109000,1139900,1262,G412,202108
51,ASDM,-6.88,20,02 Agt 2021,31 Agt 2021,2404691500,2404700,2357,G412,202108
52,ASGR,-1.45,20,02 Agt 2021,31 Agt 2021,12468383500,18111300,2275,C224,202108
53,ASII,10.7,20,02 Agt 2021,31 Agt 2021,4173046132500,826503200,157230,C311,202108
54,ASJT,-41.96,20,02 Agt 2021,31 Agt 2021,15918395800,94243200,14267,G412,202108
55,ASMI,-64.82,20,02 Agt 2021,31 Agt 2021,1568832500,7869700,2831,G412,202108
56,ASPI,0.0,20,02 Agt 2021,31 Agt 2021,6843713700,132817600,4725,H111,202108
57,ASRI,3.85,20,02 Agt 2021,31 Agt 2021,73510164700,461748100,33025,H111,202108
58,ASRM,-0.32,20,02 Agt 2021,31 Agt 2021,86590500,56500,102,G412,202108
59,ASSA,10.0,20,02 Agt 2021,31 Agt 2021,905217050000,339356800,84890,K132,202108
60,ATAP,-0.97,20,02 Agt 2021,31 Agt 2021,281955500,2730500,1213,H111,202108
61,ATIC,-2.41,20,02 Agt 2021,31 Agt 2021,39340764000,43745800,19789,I121,202108
62,AUTO,-2.83,20,02 Agt 2021,31 Agt 2021,25681685000,25121100,9280,E111,202108
63,AYLS,5.88,20,02 Agt 2021,31 Agt 2021,34387227200,466038400,32317,B121,202108
64,BABP,24.02,20,02 Agt 2021,31 Agt 2021,8521913967400,18214421800,1398682,G111,202108
65,BACA,3.62,20,02 Agt 2021,31 Agt 2021,3870481110600,7357962900,619897,G111,202108
66,BAJA,2.03,20,02 Agt 2021,31 Agt 2021,45095600200,110151600,24429,B144,202108
67,BALI,26.67,20,02 Agt 2021,31 Agt 2021,38232315000,54018500,16670,J321,202108
68,BANK,-0.3,20,02 Agt 2021,31 Agt 2021,4023046410000,1109670800,233281,G111,202108
69,BAPA,6.0,20,02 Agt 2021,31 Agt 2021,972505700,18577200,824,H111,202108
70,BAPI,0.0,20,02 Agt 2021,31 Agt 2021,100650000,2013000,184,H111,202108
71,BATA,5.38,20,02 Agt 2021,31 Agt 2021,80428500,112100,183,E412,202108
72,BAYU,1.85,20,02 Agt 2021,31 Agt 2021,53837500,52500,117,E513,202108
73,BBCA,9.72,20,02 Agt 2021,31 Agt 2021,11333570777500,354383300,249250,G111,202108
74,BBHI,-17.28,20,02 Agt 2021,31 Agt 2021,641504690000,236345300,96333,G111,202108
75,BBKP,16.18,20,02 Agt 2021,31 Agt 2021,9010893266600,16030113500,793438,G111,202108
76,BBLD,3.37,20,02 Agt 2021,31 Agt 2021,84719000,202500,287,G211,202108
77,BBMD,25.0,20,02 Agt 2021,31 Agt 2021,1670172000,982100,834,G111,202108
78,BBNI,12.97,20,02 Agt 2021,31 Agt 2021,2306892388500,442775900,135225,G111,202108
79,BBRI,5.93,20,02 Agt 2021,31 Agt 2021,8764613071000,2245236000,397189,G111,202108
80,BBRM,0.0,20,02 Agt 2021,31 Agt 2021,33955000,679100,129,A122,202108
81,BBSI,27.56,20,02 Agt 2021,31 Agt 2021,34484568000,5156000,7185,G111,202108
82,BBSS,0.0,20,02 Agt 2021,31 Agt 2021,170560000,3411200,284,H111,202108
83,BBTN,6.84,20,02 Agt 2021,31 Agt 2021,1095184720500,789047000,105075,G111,202108
84,BBYB,80.95,20,02 Agt 2021,31 Agt 2021,9581997232000,6559200800,894753,G111,202108
85,BCAP,5.98,20,02 Agt 2021,31 Agt 2021,546478011900,4101870400,154587,G511,202108
86,BCIC,-17.59,20,02 Agt 2021,31 Agt 2021,47242053800,84686600,26771,G111,202108
87,BCIP,-5.45,20,02 Agt 2021,31 Agt 2021,2506983600,47995400,2800,H111,202108
88,BDMN,8.8,20,02 Agt 2021,31 Agt 2021,256978137000,110748000,31239,G111,202108
89,BEBS,96.26,20,02 Agt 2021,31 Agt 2021,815666485100,1215298300,223625,B121,202108
90,BEEF,-7.14,20,02 Agt 2021,31 Agt 2021,48189962500,548222500,40201,D222,202108
91,BEKS,9.78,20,02 Agt 2021,31 Agt 2021,1484518098700,13934090000,284665,G111,202108
92,BELL,2.9,20,02 Agt 2021,31 Agt 2021,14645548500,117100800,5917,E413,202108
93,BESS,-15.56,20,02 Agt 2021,31 Agt 2021,1718760000,2282200,1301,A122,202108
94,BEST,-0.82,20,02 Agt 2021,31 Agt 2021,46875708800,374264200,18323,H111,202108
95,BFIN,19.79,20,02 Agt 2021,31 Agt 2021,2552751428500,2426062600,240366,G211,202108
96,BGTG,-6.77,20,02 Agt 2021,31 Agt 2021,2455931930400,8382979800,510130,G111,202108
97,BHAT,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,G413,202108
98,BHIT,26.44,20,02 Agt 2021,31 Agt 2021,2105344425200,20195051100,443210,C311,202108
99,BIKA,48.33,20,02 Agt 2021,31 Agt 2021,9639696400,27731900,17987,H111,202108
100,BIMA,36.08,20,02 Agt 2021,31 Agt 2021,138576515800,1028813500,97263,E412,202108
101,BINA,-11.92,20,02 Agt 2021,31 Agt 2021,159293963000,37270900,19210,G111,202108
102,BIPI,0.0,20,02 Agt 2021,31 Agt 2021,100280000,2005600,332,A111,202108
103,BIPP,1.92,20,02 Agt 2021,31 Agt 2021,1701731000,31583100,3650,H111,202108
104,BIRD,-3.21,20,02 Agt 2021,31 Agt 2021,38801913000,36224500,8323,K132,202108
105,BISI,-13.0,20,02 Agt 2021,31 Agt 2021,7614607500,7553100,10480,D232,202108
106,BJBR,0.82,20,02 Agt 2021,31 Agt 2021,87850167500,70181800,26952,G111,202108
107,BJTM,2.88,20,02 Agt 2021,31 Agt 2021,112691080500,157402200,41891,G111,202108
108,BKDP,0.0,20,02 Agt 2021,31 Agt 2021,781282000,15375400,1112,H111,202108
109,BKSL,-3.64,20,02 Agt 2021,31 Agt 2021,68767723500,1291657500,17231,H111,202108
110,BKSW,14.71,20,02 Agt 2021,31 Agt 2021,1071907955200,3822397500,262439,G111,202108
111,BLTA,0.0,20,02 Agt 2021,31 Agt 2021,18810000,376200,129,K211,202108
112,BLTZ,6.01,20,02 Agt 2021,31 Agt 2021,108372000,31300,160,E514,202108
113,BLUE,3.62,20,02 Agt 2021,31 Agt 2021,2000915500,2860100,1777,C223,202108
114,BMAS,-13.53,20,02 Agt 2021,31 Agt 2021,4708459500,3218800,3628,G111,202108
115,BMHS,2.29,20,02 Agt 2021,31 Agt 2021,787036258500,752667200,93829,F121,202108
116,BMRI,7.02,20,02 Agt 2021,31 Agt 2021,4294025515000,726088000,141647,G111,202108
117,BMSR,23.13,20,02 Agt 2021,31 Agt 2021,17309597200,90712600,18050,B111,202108
118,BMTR,7.63,20,02 Agt 2021,31 Agt 2021,326586995000,1189213800,61952,C311,202108
119,BNBA,-5.94,20,02 Agt 2021,31 Agt 2021,932220541500,619891500,162369,G111,202108
120,BNBR,0.0,20,02 Agt 2021,31 Agt 2021,44895000,897900,265,C311,202108
121,BNGA,5.76,20,02 Agt 2021,31 Agt 2021,251081792500,252041200,45308,G111,202108
122,BNII,0.0,20,02 Agt 2021,31 Agt 2021,91719765600,252080200,26990,G111,202108
123,BNLI,-7.49,20,02 Agt 2021,31 Agt 2021,35886140500,18713500,12035,G111,202108
124,BOGA,0.73,20,02 Agt 2021,31 Agt 2021,3033630560500,2185800000,91074,E745,202108
125,BOLA,8.13,20,02 Agt 2021,31 Agt 2021,681317155500,715794700,75026,E514,202108
126,BOLT,-5.11,20,02 Agt 2021,31 Agt 2021,448697500,728900,458,E111,202108
127,BOSS,-6.76,20,02 Agt 2021,31 Agt 2021,22036324100,310392700,22445,A121,202108
128,BPFI,0.0,20,02 Agt 2021,31 Agt 2021,44580500,41300,10,G211,202108
129,BPII,-14.04,20,02 Agt 2021,31 Agt 2021,36497340000,7303700,14,G511,202108
130,BPTR,46.55,20,02 Agt 2021,31 Agt 2021,17624551400,108905200,18478,K132,202108
131,BRAM,-1.71,20,02 Agt 2021,31 Agt 2021,253335000,43300,125,E112,202108
132,BRIS,-15.59,20,02 Agt 2021,31 Agt 2021,2587855891000,1090318300,335512,G111,202108
133,BRMS,-9.38,20,02 Agt 2021,31 Agt 2021,1209004688800,12271881900,227408,B146,202108
134,BRNA,-2.11,20,02 Agt 2021,31 Agt 2021,94880500,70800,51,B131,202108
135,BRPT,9.79,20,02 Agt 2021,31 Agt 2021,1433516652000,1335260800,136053,B111,202108
136,BSDE,2.67,20,02 Agt 2021,31 Agt 2021,502898660000,547534000,58260,H111,202108
137,BSIM,0.0,20,02 Agt 2021,31 Agt 2021,109421566000,91721600,28812,G111,202108
138,BSSR,3.85,20,02 Agt 2021,31 Agt 2021,1098999000,637000,1073,A121,202108
139,BSWD,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,G111,202108
140,BTEK,0.0,20,02 Agt 2021,31 Agt 2021,7835000,156700,70,D232,202108
141,BTEL,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,J321,202108
142,BTON,10.45,20,02 Agt 2021,31 Agt 2021,357104700,769100,695,B144,202108
143,BTPN,-1.06,20,02 Agt 2021,31 Agt 2021,2961566000,1061000,1181,G111,202108
144,BTPS,18.14,20,02 Agt 2021,31 Agt 2021,599717266000,236646100,94376,G111,202108
145,BUDI,-7.77,20,02 Agt 2021,31 Agt 2021,180291598900,843022800,88120,D222,202108
146,BUKK,2.04,20,02 Agt 2021,31 Agt 2021,1224150000,1170900,1001,J211,202108
147,BULL,4.03,20,02 Agt 2021,31 Agt 2021,2434491954400,9598155700,74377,A112,202108
148,BUMI,-5.26,20,02 Agt 2021,31 Agt 2021,191624872900,3517882100,40463,A121,202108
149,BUVA,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,E512,202108
150,BVIC,-6.82,20,02 Agt 2021,31 Agt 2021,248516457100,1269992200,79942,G111,202108
151,BWPT,-13.79,20,02 Agt 2021,31 Agt 2021,41931961100,538360900,20324,D232,202108
152,BYAN,2.95,20,02 Agt 2021,31 Agt 2021,43380277500,2923500,2553,A121,202108
153,CAKK,-4.23,20,02 Agt 2021,31 Agt 2021,4919264200,70248400,5146,C121,202108
154,CAMP,28.46,20,02 Agt 2021,31 Agt 2021,173428384200,536090100,84703,D221,202108
155,CANI,25.96,20,02 Agt 2021,31 Agt 2021,14271960100,78706300,21120,A122,202108
156,CARE,13.51,20,02 Agt 2021,31 Agt 2021,3757555865400,9645850400,141578,F121,202108
157,CARS,0.0,20,02 Agt 2021,31 Agt 2021,88905000,1778100,184,E745,202108
158,CASA,-3.98,20,02 Agt 2021,31 Agt 2021,105794600,268000,92,G511,202108
159,CASH,-9.81,20,02 Agt 2021,31 Agt 2021,39191683100,188157000,34102,I111,202108
160,CASS,-7.82,20,02 Agt 2021,31 Agt 2021,10100694400,31231800,2416,J111,202108
161,CBMF,-3.77,20,02 Agt 2021,31 Agt 2021,4531446500,89053500,4071,E211,202108
162,CCSI,6.41,20,02 Agt 2021,31 Agt 2021,26801038700,56263000,14011,C131,202108
163,CEKA,1.12,20,02 Agt 2021,31 Agt 2021,1255168000,699100,1075,D222,202108
164,CENT,18.18,20,02 Agt 2021,31 Agt 2021,1779364754800,4705730300,321569,J321,202108
165,CFIN,-0.71,20,02 Agt 2021,31 Agt 2021,9181589200,32810800,4849,G211,202108
166,CINT,-5.88,20,02 Agt 2021,31 Agt 2021,46463700,244400,263,E211,202108
167,CITA,-5.08,20,02 Agt 2021,31 Agt 2021,329105000,110000,99,B141,202108
168,CITY,-10.81,20,02 Agt 2021,31 Agt 2021,87251800,624100,565,H111,202108
169,CLAY,-4.88,20,02 Agt 2021,31 Agt 2021,47735500,60700,113,E512,202108
170,CLEO,-0.87,20,02 Agt 2021,31 Agt 2021,48958786800,107613300,16070,D212,202108
171,CLPI,-15.32,20,02 Agt 2021,31 Agt 2021,5655217500,5010100,4164,B113,202108
172,CMNP,-3.54,20,02 Agt 2021,31 Agt 2021,2710325000,1606100,379,J112,202108
173,CMPP,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,K111,202108
174,CNKO,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,A122,202108
175,CNTB,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,E413,202108
176,CNTX,-2.6,20,02 Agt 2021,31 Agt 2021,118755900,670500,259,E413,202108
177,COCO,-11.31,20,02 Agt 2021,31 Agt 2021,48669376000,150288100,13986,D222,202108
178,COWL,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,H111,202108
179,CPIN,4.49,20,02 Agt 2021,31 Agt 2021,631649547500,98460400,53511,D231,202108
180,CPRI,0.0,20,02 Agt 2021,31 Agt 2021,2345000,46900,53,H111,202108
181,CPRO,0.0,20,02 Agt 2021,31 Agt 2021,2850000,57000,62,D231,202108
182,CSAP,27.99,20,02 Agt 2021,31 Agt 2021,3240901700,6193900,1892,E743,202108
183,CSIS,-1.39,20,02 Agt 2021,31 Agt 2021,11132893200,147407900,12016,H111,202108
184,CSMI,-6.98,20,02 Agt 2021,31 Agt 2021,61783000,18200,59,E515,202108
185,CSRA,-1.25,20,02 Agt 2021,31 Agt 2021,2558554800,8273700,2814,D232,202108
186,CTBN,9.93,20,02 Agt 2021,31 Agt 2021,42042000,14500,67,B144,202108
187,CTRA,1.16,20,02 Agt 2021,31 Agt 2021,447460877500,519943700,59106,H111,202108
188,CTTH,0.0,20,02 Agt 2021,31 Agt 2021,743509000,14839600,723,C121,202108
189,DADA,0.0,20,02 Agt 2021,31 Agt 2021,36188820500,703504500,22658,H111,202108
190,DART,-0.94,20,02 Agt 2021,31 Agt 2021,138290000,655600,422,H111,202108
191,DAYA,0.81,20,02 Agt 2021,31 Agt 2021,240689400,1026200,469,D111,202108
192,DCII,-14.07,20,02 Agt 2021,31 Agt 2021,21023742500,464700,2814,I121,202108
193,DEAL,-37.5,20,02 Agt 2021,31 Agt 2021,198720479400,2997347900,37491,K211,202108
194,DEFI,-27.64,20,02 Agt 2021,31 Agt 2021,2999457000,1890600,208,G211,202108
195,DEWA,0.0,20,02 Agt 2021,31 Agt 2021,139070000,2781400,323,A132,202108
196,DFAM,137.04,20,02 Agt 2021,31 Agt 2021,37892447900,166866400,15356,E512,202108
197,DGIK,0.0,20,02 Agt 2021,31 Agt 2021,43430678400,531311000,20780,J211,202108
198,DGNS,-17.79,20,02 Agt 2021,31 Agt 2021,382024558500,403594000,65103,F121,202108
199,DIGI,57.64,20,02 Agt 2021,31 Agt 2021,45857007600,68963300,15845,E614,202108
200,DILD,-6.75,20,02 Agt 2021,31 Agt 2021,16493088700,106296700,6137,H111,202108
201,DIVA,17.0,20,02 Agt 2021,31 Agt 2021,95247905500,20128800,11962,I111,202108
202,DKFT,-7.69,20,02 Agt 2021,31 Agt 2021,26304350200,190198700,13046,B146,202108
203,DLTA,5.84,20,02 Agt 2021,31 Agt 2021,9306603000,2394500,2409,D211,202108
204,DMAS,-1.05,20,02 Agt 2021,31 Agt 2021,112870638500,612002800,62174,H111,202108
205,DMMX,2.23,20,02 Agt 2021,31 Agt 2021,1805288003000,562241600,157328,I121,202108
206,DMND,0.0,20,02 Agt 2021,31 Agt 2021,218353500,304400,425,D112,202108
207,DNAR,33.87,20,02 Agt 2021,31 Agt 2021,341867620200,955863500,116255,G111,202108
208,DNET,0.32,20,02 Agt 2021,31 Agt 2021,2992612000,923600,759,G512,202108
209,DOID,-7.1,20,02 Agt 2021,31 Agt 2021,344158052800,1124565500,70719,A132,202108
210,DPNS,17.45,20,02 Agt 2021,31 Agt 2021,3549193800,9485700,3179,B113,202108
211,DPUM,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,D231,202108
212,DSFI,0.0,20,02 Agt 2021,31 Agt 2021,1830715200,24753300,3436,D231,202108
213,DSNG,-1.85,20,02 Agt 2021,31 Agt 2021,299862023500,577285100,88743,D232,202108
214,DSSA,33.08,20,02 Agt 2021,31 Agt 2021,985847500,60800,209,A121,202108
215,DUCK,40.8,20,02 Agt 2021,31 Agt 2021,423509417100,2283665800,202211,E515,202108
216,DUTI,-2.58,20,02 Agt 2021,31 Agt 2021,92355000,27400,146,H111,202108
217,DVLA,-1.62,20,02 Agt 2021,31 Agt 2021,1026505000,427500,607,F211,202108
218,DWGL,-7.34,20,02 Agt 2021,31 Agt 2021,583350500,2937800,1332,A122,202108
219,DYAN,4.76,20,02 Agt 2021,31 Agt 2021,17040738400,269941000,13108,C224,202108
220,EAST,0.0,20,02 Agt 2021,31 Agt 2021,2993229100,49657900,3371,E512,202108
221,ECII,-1.52,20,02 Agt 2021,31 Agt 2021,1022733500,1033400,11,E742,202108
222,EDGE,-7.23,20,02 Agt 2021,31 Agt 2021,26243980000,910500,4720,I121,202108
223,EKAD,-4.78,20,02 Agt 2021,31 Agt 2021,11657334500,8234300,7553,B113,202108
224,ELSA,-0.76,20,02 Agt 2021,31 Agt 2021,144011708200,557870000,49229,A131,202108
225,ELTY,0.0,20,02 Agt 2021,31 Agt 2021,20820000,416400,38,H111,202108
226,EMDE,-10.0,20,02 Agt 2021,31 Agt 2021,32819800,172600,104,H111,202108
227,EMTK,-21.09,20,02 Agt 2021,31 Agt 2021,3771490252500,1624218200,288795,I111,202108
228,ENRG,3.77,20,02 Agt 2021,31 Agt 2021,205418712600,1690523100,51013,A111,202108
229,ENVY,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,I121,202108
230,ENZO,0.0,20,02 Agt 2021,31 Agt 2021,1520990300,30255900,1073,D231,202108
231,EPAC,-1.96,20,02 Agt 2021,31 Agt 2021,714189900,14191100,1418,B131,202108
232,EPMT,-5.35,20,02 Agt 2021,31 Agt 2021,3272566000,1415800,1117,D111,202108
233,ERAA,-8.33,20,02 Agt 2021,31 Agt 2021,1011765336500,1654308900,138057,E742,202108
234,ERTX,-4.74,20,02 Agt 2021,31 Agt 2021,6309925000,32986400,10889,E411,202108
235,ESIP,-5.71,20,02 Agt 2021,31 Agt 2021,6217353700,92186100,9317,B131,202108
236,ESSA,-25.79,20,02 Agt 2021,31 Agt 2021,614279163000,1595909000,118709,B111,202108
237,ESTA,1.96,20,02 Agt 2021,31 Agt 2021,269888300,2706800,666,E512,202108
238,ESTI,8.91,20,02 Agt 2021,31 Agt 2021,25035672500,211027300,21249,E413,202108
239,ETWA,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,A221,202108
240,EXCL,-0.74,20,02 Agt 2021,31 Agt 2021,1091450105000,414664500,103643,J321,202108
241,FAPA,0.34,20,02 Agt 2021,31 Agt 2021,271809000,94900,91,D232,202108
242,FAST,-0.51,20,02 Agt 2021,31 Agt 2021,462204500,474000,368,E515,202108
243,FASW,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,B131,202108
244,FILM,-16.36,20,02 Agt 2021,31 Agt 2021,152815702600,394725900,53980,E621,202108
245,FIMP,4.08,20,02 Agt 2021,31 Agt 2021,583266800,11450700,4200,J211,202108
246,FIRE,-3.37,20,02 Agt 2021,31 Agt 2021,57329388900,114612300,36246,A122,202108
247,FISH,163.75,20,02 Agt 2021,31 Agt 2021,1957945500,174400,864,D232,202108
248,FITT,-11.97,20,02 Agt 2021,31 Agt 2021,12383413800,90809100,2675,E512,202108
249,FLMC,10.95,20,02 Agt 2021,31 Agt 2021,30507250000,72176400,23245,D421,202108
250,FMII,-7.66,20,02 Agt 2021,31 Agt 2021,151681800,340000,626,H111,202108
251,FOOD,-6.19,20,02 Agt 2021,31 Agt 2021,4587681300,47537700,4922,D222,202108
252,FORU,1.89,20,02 Agt 2021,31 Agt 2021,764155000,4631800,1410,E611,202108
253,FORZ,0.0,20,02 Agt 2021,31 Agt 2021,9145000,182900,36,H111,202108
254,FPNI,7.14,20,02 Agt 2021,31 Agt 2021,132830471200,480715600,65996,B111,202108
255,FREN,-10.67,20,02 Agt 2021,31 Agt 2021,5282101439600,37916533800,712209,J321,202108
256,FUJI,2.58,20,02 Agt 2021,31 Agt 2021,6038633400,19149100,1489,G211,202108
257,GAMA,0.0,20,02 Agt 2021,31 Agt 2021,3205000,64100,82,H111,202108
258,GDST,-2.91,20,02 Agt 2021,31 Agt 2021,17569387800,172629900,13555,B144,202108
259,GDYR,-3.64,20,02 Agt 2021,31 Agt 2021,1627031000,1094600,504,E112,202108
260,GEMA,6.02,20,02 Agt 2021,31 Agt 2021,86535600,254200,92,E211,202108
261,GEMS,-9.09,20,02 Agt 2021,31 Agt 2021,5427943000,1493100,2631,A121,202108
262,GGRM,0.84,20,02 Agt 2021,31 Agt 2021,704168485000,21954100,51754,D311,202108
263,GGRP,-1.38,20,02 Agt 2021,31 Agt 2021,304284600,707200,518,B144,202108
264,GHON,-2.54,20,02 Agt 2021,31 Agt 2021,545075000,241500,398,J321,202108
265,GIAA,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,K111,202108
266,GJTL,-1.28,20,02 Agt 2021,31 Agt 2021,92948770500,120723700,29247,E112,202108
267,GLOB,-13.5,20,02 Agt 2021,31 Agt 2021,379111700,2039700,1132,E742,202108
268,GLVA,-7.5,20,02 Agt 2021,31 Agt 2021,2168366000,7325700,2654,I231,202108
269,GMFI,5.26,20,02 Agt 2021,31 Agt 2021,3643156300,47772400,4316,J111,202108
270,GMTD,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,H111,202108
271,GOLD,6.34,20,02 Agt 2021,31 Agt 2021,2043744500,4130000,3051,J321,202108
272,GOLL,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,D232,202108
273,GOOD,1.63,20,02 Agt 2021,31 Agt 2021,86997184600,232073400,23200,D222,202108
274,GPRA,0.0,20,02 Agt 2021,31 Agt 2021,1211684400,20187200,1438,H111,202108
275,GSMF,-13.53,20,02 Agt 2021,31 Agt 2021,14383549000,54919400,13449,G511,202108
276,GTBO,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,A121,202108
277,GWSA,32.43,20,02 Agt 2021,31 Agt 2021,4236655100,32986500,3880,H111,202108
278,GZCO,0.0,20,02 Agt 2021,31 Agt 2021,13855000,277100,87,D232,202108
279,HADE,0.0,20,02 Agt 2021,31 Agt 2021,1120000,22400,26,J421,202108
280,HDFA,5.91,20,02 Agt 2021,31 Agt 2021,1518436900,6791500,3818,G211,202108
281,HDIT,-24.66,20,02 Agt 2021,31 Agt 2021,102527935500,232711800,38359,I111,202108
282,HDTX,0.0,20,02 Agt 2021,31 Agt 2021,0,0,0,E413,202108
283,HEAL,-0.85,20,02 Agt 2021,31 Agt 2021,385096881000,335439700,153944,F121,202108
284,HELI,6.9,20,02 Agt 2021,31 Agt 2021,578457800,1377000,1542,K111,202108
285,HERO,-7.11,20,02 Agt 2021,31 Agt 2021,2765004500,1512500,1132,D113,202108
286,HEXA,4.9,20,02 Agt 2021,31 Agt 2021,20539166000,5749300,3165,C141,202108
